92.	1.003473136740335
93.	1.002746354790048
94.	1.002168087073282
95.	1.0017087490635486
96.	1.0013444901830466
97.	1.0010561148618553
98.	1.0008282002318347
99.	1.0006483758353508
100.	1.0005067366018876
101.	1.0003953652608382
102.	1.0003079444662208
103.	1.0002394423361052
104.	1.0001858579642515
105.	1.0001440158355055
106.	1.0001114000474165
107.	1.0000860208739788
108.	1.0000663075587108
109.	1.000051022340199
110.	1.0000391916330529
111.	1.0000300510439988
112.	1.0000230015242833
113.	1.000017574468913
114.	1.0000134039899151
115.	1.0000102049309736
116.	1.0000077554679692
117.	1.0000058833653436
118.	1.0000044551411225
119.	1.0000033675415765
120.	1.000002540846237
121.	1.0000019136205576
122.	1.0000014386112526
123.	1.0000010795417864
124.	1.0000008086155372
125.	1.000000604574197
126.	1.0000004511909248
127.	1.0000003361032297
128.	1.0000002499107823
129.	1.0000001854794136
130.	1.0000001374052458
131.	1.0000001016029445
132.	1.000000074989972
133.	1.0000000552449484
134.	1.0000000406230976
135.	1.0000000298155765
136.	1.00000002184247
137.	1.0000000159715603
138.	1.000000011656783
139.	1.000000008491699
140.	1.0000000061743854
141.	1.0000000044810002
142.	1.0000000032459144
143.	1.0000000023468154
144.	1.0000000016935553
145.	1.0000000012198242
146.	1.0000000008769434
147.	1.000000000629247
148.	1.000000000450656
149.	1.0000000003221383
150.	1.0000000002298326
151.	1.0000000001636637
152.	1.0000000001163225
153.	1.000000000082517
154.	1.0000000000584242
155.	1.0000000000412865
156.	1.00000000002912
157.	1.0000000000204994
158.	1.000000000014403
159.	1.0000000000101001
160.	1.0000000000070692
161.	1.0000000000049383
162.	1.000000000003443
163.	1.0000000000023959
164.	1.000000000001664
165.	1.0000000000011535
166.	1.000000000000798
167.	1.0000000000005511
168.	1.0000000000003797
169.	1.0000000000002611
170.	1.0000000000001792
171.	1.0000000000001228
172.	1.000000000000084
173.	1.0000000000000573
174.	1.000000000000039
175.	1.0000000000000266
176.	1.000000000000018
177.	1.0000000000000122
178.	1.0000000000000082
179.	1.0000000000000056
180.	1.0000000000000038
181.	1.0000000000000024
182.	1.0000000000000018
183.	1.000000000000001
184.	1.0000000000000007
185.	1.0000000000000004
186.	1.0000000000000004
187.	1.0000000000000002
188.	1.0000000000000002
189.	1.
190.	1.
191.	1.
192.	1.
193.	1.
194.	1.
195.	1.
196.	1.
197.	1.
198.	1.
199.	1.
200.	1.
201.	1.
202.	1.
203.	1.
204.	1.
205.	1.
206.	1.
207.	1.
208.	1.
209.	1.
210.	1.
211.	1.
212.	1.
213.	1.
214.	1.
215.	1.
216.	1.
217.	1.
218.	1.
219.	1.
220.	1.
221.	1.
222.	1.
223.	1.
224.	1.
225.	1.
226.	1.
227.	1.
228.	1.
229.	1.
230.	1.
231.	1.
232.	1.
233.	1.
234.	1.
235.	1.
236.	1.
237.	1.
238.	1.
239.	1.
240.	1.
241.	1.
242.	1.
243.	1.
244.	1.
245.	1.
246.	1.
247.	1.
248.	1.
249.	1.
250.	1.
251.	1.
252.	1.
253.	1.
254.	1.
255.	1.
256.	1.
257.	1.
258.	1.
259.	1.
260.	1.
261.	1.
262.	1.
263.	1.
264.	1.
265.	1.
266.	1.
267.	1.
268.	1.
269.	1.
270.	1.
271.	1.
272.	1.
273.	1.
274.	1.
275.	1.
276.	1.
277.	1.
278.	1.
279.	1.
280.	1.
281.	1.
282.	1.
283.	1.
284.	1.
285.	1.
286.	1.
287.	1.
288.	1.
289.	1.
290.	1.
291.	1.
292.	1.
293.	1.
294.	1.
295.	1.
296.	1.
297.	1.
298.	1.
299.	1.
300.	1.
301.	1.
302.	1.
303.	1.
304.	1.
305.	1.
306.	1.
307.	1.
308.	1.
309.	1.
310.	1.
311.	1.
312.	1.
313.	1.
314.	1.
315.	1.
316.	1.
317.	1.
318.	1.
319.	1.
320.	1.
321.	1.
322.	1.
323.	1.
324.	1.
325.	1.
326.	1.
327.	1.
328.	1.
329.	1.
330.	1.
331.	1.
332.	1.
333.	1.
334.	1.
335.	1.
336.	1.
337.	1.
338.	1.
339.	1.
340.	1.
341.	1.
342.	1.
343.	1.
344.	1.
345.	1.
346.	1.
347.	1.
348.	1.
349.	1.
350.	1.
351.	1.
352.	1.
353.	1.
354.	1.
355.	1.
356.	1.
357.	1.
358.	1.
359.	1.
360.	1.
361.	1.
362.	1.
363.	1.
364.	1.
365.	1.
366.	1.
367.	1.
368.	1.
369.	1.
370.	1.
371.	1.
372.	1.
373.	1.
374.	1.
375.	1.
376.	1.
377.	1.
378.	1.
379.	1.
380.	1.
381.	1.
382.	1.
383.	1.
384.	1.
385.	1.
386.	1.
387.	1.
388.	1.
389.	1.
390.	1.
391.	1.
392.	1.
393.	1.
394.	1.
395.	1.
396.	1.
397.	1.
398.	1.
399.	1.
400.	1.
401.	1.
402.	1.
403.	1.
404.	1.
405.	1.
406.	1.
407.	1.
408.	1.
409.	1.
410.	1.
411.	1.
412.	1.
413.	1.
414.	1.
415.	1.
416.	1.
417.	1.
418.	1.
419.	1.
420.	1.
421.	1.
422.	1.
423.	1.
424.	1.
425.	1.
426.	1.
427.	1.
428.	1.
429.	1.
430.	1.
431.	1.
432.	1.
433.	1.
434.	1.
435.	1.
436.	1.
437.	1.
438.	1.
439.	1.
440.	1.
441.	1.
442.	1.
443.	1.
444.	1.
445.	1.
446.	1.
447.	1.
448.	1.
449.	1.
450.	1.
451.	1.
452.	1.
453.	1.
454.	1.
455.	1.
456.	1.
457.	1.
458.	1.
459.	1.
460.	1.
461.	1.
462.	1.
463.	1.
464.	1.
465.	1.
466.	1.
467.	1.
468.	1.
469.	1.
470.	1.
471.	1.
472.	1.
473.	1.
474.	1.
475.	1.
476.	1.
477.	1.
478.	1.
479.	1.
480.	1.
481.	1.
482.	1.
483.	1.
484.	1.
485.	1.
486.	1.
487.	1.
488.	1.
489.	1.
490.	1.
491.	1.
492.	1.
493.	1.
494.	1.
495.	1.
496.	1.
497.	1.
498.	1.
499.	1.
500.	1.
501.	1.
502.	1.
503.	1.
504.	1.
505.	1.
506.	1.
507.	1.
508.	1.
509.	1.
510.	1.
511.	1.
512.	1.
513.	1.
514.	1.
515.	1.
516.	1.
517.	1.
518.	1.
519.	1.
520.	1.
521.	1.
522.	1.
523.	1.
524.	1.
525.	1.
526.	1.
527.	1.
528.	1.
529.	1.
530.	1.
531.	1.
532.	1.
533.	1.
534.	1.
535.	1.
536.	1.
537.	1.
538.	1.
539.	1.
540.	1.
541.	1.
542.	1.
543.	1.
544.	1.
545.	1.
546.	1.
547.	1.
548.	1.
549.	1.
550.	1.
551.	1.
552.	1.
553.	1.
554.	1.
555.	1.
556.	1.
557.	1.
558.	1.
559.	1.
560.	1.
561.	1.
562.	1.
563.	1.
564.	1.
565.	1.
566.	1.
567.	1.
568.	1.
569.	1.
570.	1.
571.	1.
572.	1.
573.	1.
574.	1.
575.	1.
576.	1.
577.	1.
578.	1.
579.	1.
580.	1.
581.	1.
582.	1.
583.	1.
584.	1.
585.	1.
586.	1.
587.	1.
588.	1.
589.	1.
590.	1.
591.	1.
592.	1.
593.	1.
594.	1.
595.	1.
596.	1.
597.	1.
598.	1.
599.	1.
600.	1.
601.	1.
602.	1.
603.	1.
604.	1.
605.	1.
606.	1.
607.	1.
608.	1.
609.	1.
610.	1.
611.	1.
612.	1.
613.	1.
614.	1.
615.	1.
616.	1.
617.	1.
618.	1.
619.	1.
620.	1.
621.	1.
622.	1.
623.	1.
624.	1.
625.	1.
626.	1.
627.	1.
628.	1.
629.	1.
630.	1.
631.	1.
632.	1.
633.	1.
634.	1.
635.	1.
636.	1.
637.	1.
638.	1.
639.	1.
640.	1.
641.	1.
642.	1.
643.	1.
644.	1.
645.	1.
646.	1.
647.	1.
648.	1.
649.	1.
650.	1.
651.	1.
652.	1.
653.	1.
654.	1.
655.	1.
656.	1.
657.	1.
658.	1.
659.	1.
660.	1.
661.	1.
662.	1.
663.	1.
664.	1.
665.	1.
666.	1.
667.	1.
668.	1.
669.	1.
670.	1.
671.	1.
672.	1.
673.	1.
674.	1.
675.	1.
676.	1.
677.	1.
678.	1.
679.	1.
680.	1.
681.	1.
682.	1.
683.	1.
684.	1.
685.	1.
686.	1.
687.	1.
688.	1.
689.	1.
690.	1.
691.	1.
692.	1.
693.	1.
694.	1.
695.	1.
696.	1.
697.	1.
698.	1.
699.	1.
700.	1.
701.	1.
702.	1.
703.	1.
704.	1.
705.	1.
706.	1.
707.	1.
708.	1.
709.	1.
710.	1.
711.	1.
712.	1.
713.	1.
714.	1.
715.	1.
716.	1.
717.	1.
718.	1.
719.	1.
720.	1.
721.	1.
722.	1.
723.	1.
724.	1.
725.	1.
726.	1.
727.	1.
728.	1.
729.	1.
730.	1.
731.	1.
732.	1.
733.	1.
734.	1.
735.	1.
736.	1.
737.	1.
738.	1.
739.	1.
740.	1.
741.	1.
742.	1.
743.	1.
744.	1.
745.	1.
746.	1.
747.	1.
748.	1.
749.	1.
750.	1.
751.	1.
752.	1.
753.	1.
754.	1.
755.	1.
756.	1.
757.	1.
758.	1.
759.	1.
760.	1.
761.	1.
762.	1.
763.	1.
764.	1.
765.	1.
766.	1.
767.	1.
768.	1.
769.	1.
770.	1.
771.	1.
772.	1.
773.	1.
774.	1.
775.	1.
776.	1.
777.	1.
778.	1.
779.	1.
780.	1.
781.	1.
782.	1.
783.	1.
784.	1.
785.	1.
786.	1.
787.	1.
788.	1.
789.	1.
790.	1.
791.	1.
792.	1.
793.	1.
794.	1.
795.	1.
796.	1.
797.	1.
798.	1.
799.	1.
800.	1.
801.	1.
802.	1.
803.	1.
804.	1.
805.	1.
806.	1.
807.	1.
808.	1.
809.	1.
810.	1.
811.	1.
812.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004304711399602513
813.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007896557993841295
814.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001445540969125923
815.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002640716388258893
816.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000481406434060553
817.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008757916244512719
818.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001589968227287511
819.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002880546290834258
820.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000520786862679574
821.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000939601981069178
822.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001691712518987297
823.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003039540483982266
824.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005449893613128557
825.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000975139691486194
826.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001741182744446728
827.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003102562791975213
828.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005516904977603743
829.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000978969407183395
830.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001733570161636395
831.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003063461358086391
832.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005402341877321588
833.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000950715096570787
834.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001669619000565592
835.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002926058623560458
836.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005117375880047699
837.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008931209094835215
838.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001555506516204737
839.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002703535303094922
840.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004689114979084912
841.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008116117758979163
842.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001401859252616138
843.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002416345847961544
844.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004156352563403846
845.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000713451182955078
846.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001222122492246714
847.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002089121977094305
848.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000356378453498282
849.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006066771734185491
850.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001030629192007894
851.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001747212739339175
852.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002955886087476472
853.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000499031719694196
854.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008407505415971726
855.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001413528928947787
856.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002371596396426201
857.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003970776036717016
858.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006634505020993093
859.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001106216624107847
860.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001840646323263739
861.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000305632140089054
862.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005064379004570511
863.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008374364768754497
864.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001381898163513503
865.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000227561449626124
866.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003739554134326674
867.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006132526489814337
868.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001003592740848111
869.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001638981511937977
870.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002671093297334299
871.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004344127014032273
872.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007050410775960861
873.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001141891317767801
874.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001845582907453584
875.	1.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002976739163308589
876.	1.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004791223512314848
877.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007695742085892697
878.	1.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001233539313708612
